"ID #","Full name",Designation,"Email address","Wallet amount","Commission wallet amount","Monthly sales","Monthly group sales",Status
743,"Karan Staff",Staff,kstaff@mailinator.com,"1,000.00",0.00,0.00,0.00,Active
"	","	","	","	"
738,"TEST JASON",Staff,test@gmail.com,0.00,390.00,0.00,0.00,Active
"	","	","	","	"
732,Louis,Staff,louis@mailinator.com,0.00,247.00,0.00,0.00,Active
"	","	","	","	"
725,"Mr.Who Staff",Staff,staff@mailinator.com,0.00,0.00,0.00,0.00,Active
"	","	","	","	"
708,"Sam Staff",Staff,samtester401@gmail.com,0.00,30.00,0.00,0.00,Active
"	","	","	","	"
704,"Sam Tester",Staff,samtester9001@gmail.com,"1,000.00",0.00,0.00,0.00,Active
"	","	","	","	"
701,Tester10,Staff,test10@gmail.com,10.00,210.00,0.00,0.00,Active
"	","	","	","	"
697,tester,Staff,tester@gmail.com,0.00,863.00,0.00,0.00,Active
"	","	","	","	"
