"Order #","Order Date/Time","Order Status","Order Customer Name","Agent Code","Upline Agent Code","Customer Detail (NAME & H/P )",Address,"Courier Method","Payment Method","Postages Fee","Product name",Price,Quantity,Commission,"Upline Commission","Total Amount"
ORDER029762,"11/03/2022 02:46:23",pending,"Sam Tester",SAM206,ALE133,"Sam Tester","Sam Tester,+609876543210,AHM AHM,AHM,GJ,15000,Malaysia",Gdex,"Manual bank transfer",20,"Product 3","RM 180.00","1 Qty","RM 0.00","RM 0.00","RM 750.00"
ORDER029762,"11/03/2022 02:46:23",pending,"Sam Tester",SAM206,ALE133,"Sam Tester","Sam Tester,+609876543210,AHM AHM,AHM,GJ,15000,Malaysia",Gdex,"Manual bank transfer",20,"Skipping Ropes","RM 550.00","1 Qty","RM 0.00","RM 0.00","RM 750.00"
"	","	","	","	"
ORDER029755,"11/03/2022 02:29:56",pending,"Sam Tester",SAM206,ALE133,"Sam Tester","Sam Tester,+609876543210,AHM AHM,AHM,GJ,15000,Malaysia","Line Clear COD WEST",COD,15,"Product 3","RM 150.00","2 Qty","RM 0.00","RM 0.00","RM 865.00"
ORDER029755,"11/03/2022 02:29:56",pending,"Sam Tester",SAM206,ALE133,"Sam Tester","Sam Tester,+609876543210,AHM AHM,AHM,GJ,15000,Malaysia","Line Clear COD WEST",COD,15,"Skipping Ropes","RM 550.00","1 Qty","RM 0.00","RM 0.00","RM 865.00"
"	","	","	","	"
ORDER029753,"11/03/2022 02:21:05",pending,"Sam Tester",SAM206,ALE133,"Sam Tester","Sam Tester,+609876543210,AHM AHM,AHM,GJ,15000,Malaysia","Line Clear COD WEST",COD,15,"Skipping Ropes","RM 550.00","1 Qty","RM 0.00","RM 0.00","RM 565.00"
"	","	","	","	"
ORDER029752,"11/03/2022 02:19:58",pending,"Sam Tester",SAM206,ALE133,"Sam Tester","Sam Tester,+609876543210,AHM AHM,AHM,GJ,15000,Malaysia","ZTO WEST 中通快遞 COD","Manual bank transfer",15,"Skipping Ropes","RM 550.00","1 Qty","RM 0.00","RM 0.00","RM 565.00"
"	","	","	","	"
ORDER029751,"11/03/2022 02:18:44",pending,"Sam Tester",SAM206,ALE133,"Sam Tester","Sam Tester,+609876543210,AHM AHM,AHM,GJ,15000,Malaysia","Line Clear COD WEST","Manual bank transfer",15,"Skipping Ropes","RM 550.00","1 Qty","RM 0.00","RM 0.00","RM 565.00"
"	","	","	","	"
ORDER029750,"11/03/2022 02:18:02",pending,"Sam Tester",SAM206,ALE133,,Kelantan,"SELF COLLECT","Manual bank transfer",0,"Product 3","RM 180.00","1 Qty","RM 0.00","RM 0.00","RM 180.00"
"	","	","	","	"
ORDER029749,"11/03/2022 02:17:15",pending,"Sam Tester",SAM206,ALE133,"William Foo","William Foo,+60138309819,Miri ,Miri,Sarawak,96000,Malaysia","Line Clear COD WEST",COD,20,"Product 3","RM 150.00","2 Qty","RM 0.00","RM 0.00","RM 320.00"
"	","	","	","	"
ORDER029733,"07/03/2022 06:53:16",pending,Jay,JAY915,LOU294,Deep,"Deep,+6015975320,45 15,Ahm,Gj,60301,Malaysia","J&T Express West","Manual bank transfer",0,"Product 3","RM 180.00","1 Qty","RM 0.00","RM 0.00","RM 180.00"
"	","	","	","	"
ORDER029710,"17/02/2022 08:58:37",pending,megha,TES336,HUE243,,Kelantan,"SELF COLLECT",COD,0,"New Product 2","RM 250.00","1 Qty","RM 0.00","RM 0.00","RM 250.00"
"	","	","	","	"
ORDER029709,"17/02/2022 08:54:50",pending,megha,TES336,HUE243,,Kelantan,"SELF COLLECT",COD,0,"Magic Moment","RM 90.00","2 Qty","RM 0.00","RM 0.00","RM 180.00"
"	","	","	","	"
ORDER029704,"16/02/2022 10:05:33",pending,megha,MEG684,ALE133,,Kelantan,"SELF COLLECT",COD,0,"Product 3","RM 150.00","3 Qty","RM 0.00","RM 0.00","RM 450.00"
"	","	","	","	"
ORDER029695,"29/01/2022 06:54:36",pending,Ankita,ANK552,VER545,,Kelantan,"SELF COLLECT",COD,0,"Product 3","RM 150.00","2 Qty","RM 0.00","RM 0.00","RM 300.00"
"	","	","	","	"
ORDER029623,"20/01/2022 06:11:55",pending,"ios cutomer",QW854,MIT719,,Kelantan,"SELF COLLECT",COD,0,"Magic Moment","RM 200.00","1 Qty","RM 0.00","RM 0.00","RM 200.00"
"	","	","	","	"
ORDER029595,"13/01/2022 09:19:34",pending,"Sam Tester",SAM206,ALE133,,Kelantan,"SELF COLLECT",COD,0,迷你筋膜枪,"RM 145.00","1 Qty","RM 0.00","RM 0.00","RM 145.00"
"	","	","	","	"
ORDER029590,"11/01/2022 04:29:02",pending,megha,TES336,HUE243,,Kelantan,"SELF COLLECT",COD,0,迷你筋膜枪,"RM 145.00","2 Qty","RM 0.00","RM 0.00","RM 290.00"
"	","	","	","	"
ORDER029589,"11/01/2022 02:15:31",pending,"Sam Tester",SAM206,ALE133,,Kelantan,"SELF COLLECT",COD,0,迷你筋膜枪,"RM 145.00","1 Qty","RM 0.00","RM 0.00","RM 145.00"
"	","	","	","	"
ORDER029728,"04/03/2022 09:28:35",delivered,"Sam Tester",SAM206,ALE133,,Kelantan,"SELF COLLECT","Manual bank transfer",0,"Moet & Chandon Rose [750ML]","RM 315.00","1 Qty","RM 20.00","RM 8.00","RM 265.00"
"	","	","	","	"
ORDER029712,"28/02/2022 09:11:13",delivered,"Karan Solanki",KAS359,,,Kelantan,"SELF COLLECT",COD,0,test,"RM 250.00","1 Qty","RM 70.00","RM 0.00","RM 250.00"
"	","	","	","	"
ORDER029711,"23/02/2022 07:47:50",delivered,Tessttt,TES580,TES496,,Kelantan,"SELF COLLECT","Manual bank transfer",0,"New Product 2","RM 250.00","1 Qty","RM 100.00","RM 0.00","RM 250.00"
"	","	","	","	"
ORDER029663,"27/01/2022 08:45:25",delivered,Jay,JAY915,LOU294,,Kelantan,"SELF COLLECT",COD,0,"Product 3","RM 180.00","1 Qty","RM 50.00","RM 0.00","RM 180.00"
"	","	","	","	"
ORDER029662,"27/01/2022 08:38:12",delivered,Jay,JAY915,LOU294,,Kelantan,"SELF COLLECT",COD,0,"Moet & Chandon Rose [750ML]","RM 315.00","1 Qty","RM 215.00","RM 0.00","RM 315.00"
